method,run,generation,best
BLX_sigma_0.01,3,18,0.9454314937647958
BLX_sigma_0.01,3,19,0.9324366454989965
BLX_sigma_0.01,3,20,0.9125973037930863
BLX_sigma_0.01,3,21,0.9125973037930863
BLX_sigma_0.01,3,22,0.818730154280565
BLX_sigma_0.01,3,23,0.818730154280565
BLX_sigma_0.01,3,24,0.6913841918100925
BLX_sigma_0.01,3,25,0.6913841918100925
BLX_sigma_0.01,3,26,0.6913841918100925
BLX_sigma_0.01,3,27,0.6913841918100925
BLX_sigma_0.01,3,28,0.6913841918100925
BLX_sigma_0.01,3,29,0.6913841918100925
BLX_sigma_0.01,3,30,0.6258445223639388
BLX_sigma_0.01,3,31,0.6258445223639388
BLX_sigma_0.01,3,32,0.6258445223639388
BLX_sigma_0.01,3,33,0.6258445223639388
BLX_sigma_0.01,3,34,0.6258445223639388
BLX_sigma_0.01,3,35,0.6258445223639388
BLX_sigma_0.01,3,36,0.6258445223639388
BLX_sigma_0.01,3,37,0.5507077409919858
BLX_sigma_0.01,3,38,0.5507077409919858
BLX_sigma_0.01,3,39,0.5415461904873123
BLX_sigma_0.01,3,40,0.5415461904873123
BLX_sigma_0.01,3,41,0.40454061198050406
BLX_sigma_0.01,3,42,0.40454061198050406
BLX_sigma_0.01,3,43,0.32581213623939487
BLX_sigma_0.01,3,44,0.32581213623939487
BLX_sigma_0.01,3,45,0.3089313197519191
BLX_sigma_0.01,3,46,0.24831139936527546
BLX_sigma_0.01,3,47,0.23556642974082775
BLX_sigma_0.01,3,48,0.16456025492634196
BLX_sigma_0.01,3,49,0.16456025492634196
BLX_sigma_0.01,3,50,0.16456025492634196
BLX_sigma_0.01,3,51,0.1370709785037728
BLX_sigma_0.01,3,52,0.1370709785037728
BLX_sigma_0.01,3,53,0.10369080533581154
BLX_sigma_0.01,3,54,0.10369080533581154
